,flow,eta
0,6.026513837927645,0.11458198017893129
1,4.980728670925497,0.1010385200026171
2,5.577324862265366,0.09192685848222323
3,5.294481370761195,0.1088617357625666
4,5.685650016875122,0.14224667290530424
5,11.540465289137105,0.26671748307763077
6,11.524203717746255,0.1976849798584093
7,4.104718571248574,0.10203120548715658
8,3.585875022808884,0.10043774775705486
9,12.182643314212626,0.3132135359277398
10,6.078945172467473,0.11709235543548724
11,5.802075375896491,0.13304943889148096
12,8.408434703729487,0.19333664319759525
13,7.383893439107724,0.16288198571394447
14,8.415665370302436,0.15814209857471467
15,7.890365189413708,0.20472109508507302
16,6.869153272466816,0.1572366893055787
17,4.988101809689415,0.09228746753503905
18,3.7433448932828304,0.1103230564288725
19,8.276981691105348,0.23524656778404998
20,3.420831347286595,0.1031399759106494
21,8.916407920706863,0.17065300913463213
